code,type,floor,isin,status,companyName,companyNameEng,shortName,shortNameEng,listedDate,companyId,taxCode,delistedDate,indexCode
VTX,STOCK,UPCOM,VN000000VTX2,listed,Công ty cổ phần vận tải đa phương thức VIETRANSTIMEX,VIETRANSTIMEX MULTIMODAL TRANSPORT HOLDING COMPANY,V.tải VIETRANSTIMEX,Vietranstimex,2014-05-15,2919,0400101901,,
NAW,STOCK,UPCOM,VN000000NAW1,listed,Công ty Cổ phần Cấp nước Nghệ An,Nghe An Water Supply Joint Stock Company,Cấp nc Nghệ An,Nghe An Water Supply,2017-08-04,5467,2900324240,,
HAB,STOCK,UPCOM,VN000000HAB7,delisted,Công ty Cổ phần Sách và Thiết bị trường học Hà Nội,Hanoi School Books and Equipment Joint Stock Company,Sách T.bị Hà Nội,,2018-01-05,5558,0100110302,2022-04-01,
BLW,STOCK,UPCOM,VN000000BLW3,delisted,Công ty cổ phần Cấp nước Bạc Liêu,Bac Lieu Water Supply Joint Stock Company,Cấp nc Bạc Liêu,Bac Lieu Water,2018-10-19,6026,1900605680,2024-02-19,
AAS,STOCK,UPCOM,VN000000AAS6,listed,Công ty Cổ phần Chứng khoán SmartInvest,SmartInvest Securities Joint Stock Company,Chứng khoán SmartInvest,SmartInvest Securities,2020-07-23,6316,0102111132,,
DIC,STOCK,UPCOM,VN000000DIC7,listed,Công ty Cổ phần Đầu tư và Thương mại DIC ,DIC Investment and Trading Joint Stock Company,Đầu tư T.mại DIC,DIC Investment & Trading,2020-08-18,1343,0302979487,,
BWS,STOCK,UPCOM,VN000000BWS8,listed,Công ty cổ phần Cấp nước Bà Rịa - Vũng Tàu,Ba Ria-Vung Tau Water Supply Joint Stock Company,Cấp nc Bà Rịa VT,Ba Ria Vung Tau Water Supply,2017-11-28,1518,3500101386,,
LUT,STOCK,UPCOM,VN000000LUT9,listed,Công ty Cổ phần Đầu tư xây dựng Lương Tài,Luong Tai Investment Construction Joint Stock Company,ĐT XD Lương Tài,Luong Tai Cons,2023-07-03,2204,0302879813,,
DLD,STOCK,UPCOM,VN000000DLD9,listed,Công ty Cổ phần Du lịch Đắc Lắk,DakLak Tourist Joint-stock Company,Du lịch Đắc Lắk,DakLak Tourist,2011-04-08,3132,6000177738,,
SDV,STOCK,UPCOM,VN000000SDV6,listed,Công ty Cổ phần Dịch vụ Sonadezi ,Sonadezi Services Joint Stock Company,DV Sonadezi,Sonadezi Service,2011-04-22,3174,3600890938,,
TCK,STOCK,UPCOM,VN000000TCK9,listed,Tổng công ty Cơ khí xây dựng - CTCP,Construction Machinery Corporation - JSC,Cơ khí xây dựng,COMA,2017-10-27,3237,0100106553,,
SD2,STOCK,UPCOM,VN000000SD25,listed,Công ty Cổ phần Sông Đà 2,Song Da 2 Joint Stock Company,CTCP Sông Đà 2,Song Da 2,2022-08-08,1904,0500236821,,
MEF,STOCK,UPCOM,VN000000MEF0,listed,Công ty Cổ phần MEINFA,MEINFA Joint Stock Company,CTCP MEINFA,MEINFA,2011-11-30,3270,4600283621,,
PEG,STOCK,UPCOM,VN000000PEG1,listed,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty cổ phần,PETEC Trading And Investment Corporation,TCT T.mại K.thuật,PETEC,2018-11-05,3452,0300649476,,
VE9,STOCK,UPCOM,VN000000VE94,listed,Công ty Cổ phần Đầu tư và xây dựng VNECO 9 ,VNECO 9 Investment & Construction Joint Stock Company,Xây dựng VNECO 9,VNECO 9,2020-11-17,2234,4200580651,,
VBB,STOCK,UPCOM,VN000000VBB6,listed,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,Vietnam Thuong Tin Commercial Joint Stock Bank,Vietbank,VietBank,2019-07-30,2295,2200269805,,
BHP,STOCK,UPCOM,VN000000BHP5,listed,Công ty Cổ phần Bia Hà Nội - Hải Phòng,Ha Noi - Hai Phong Beer Joint Stock Company,Bia HN Hải Phòng,Ha Noi - Hai Phong Beer,2013-01-21,3656,0200153370,,
HJC,STOCK,UPCOM,VN000000HJC6,listed,Công ty Cổ phần Hòa Việt ,HOAVIET JOINSTOCK COMPANY,CTCP Hòa Việt,Hoa Viet JSC,2015-10-14,3976,3600262193,,
BMJ,STOCK,UPCOM,VN000000BMJ8,listed,Công ty cổ phần khoáng sản Miền Đông AHP,Easterns AHP Minerals Joint Stock Company,Khoáng sản Miền Đông AHP,Easterns AHP Minerals,2009-12-22,2429,3700927878,,
OIL,STOCK,UPCOM,VN000000OIL5,listed,Tổng Công ty Dầu Việt Nam – Công ty cổ phần,PETROVIETNAM OIL CORPORATION,TCT Dầu Việt Nam,PV Oil,2018-03-07,2434,0305795054,,
HBH,STOCK,UPCOM,VN000000HBH2,listed,Công ty Cổ phần Habeco - Hải Phòng,Habeco - Hai Phong Joint Stock Company,Habeco Hải Phòng,HABECO Hai Phong,2017-08-10,4060,0200761964,,
CLX,STOCK,UPCOM,VN000000CLX9,listed,Công ty cổ phần Xuất nhập khẩu và đầu tư Chợ Lớn (Cholimex),Cho Lon Investment and Import Export Corporation (Cholimex),XNK & Đ.tư Chợ Lớn,CHOLIMEX,2017-03-01,2488,0301307933,,
PBC,STOCK,UPCOM,VN000000PBC6,listed,Công ty cổ phần Dược phẩm Trung Ương I - Pharbaco,PHARBACO Central Pharmaceutical Joint Stock Company No1,Dược phẩm TW 1,Pharbaco,2019-11-26,4077,0100109032,,
VCP,STOCK,UPCOM,VN000000VCP4,listed,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Năng lượng Vinaconex,Vinaconex Power Development and Construction Investment Joint Stock Company,N.lượng Vinaconex,VCP Power & Cons,2016-12-16,4090,2800799804,,
ATA,STOCK,UPCOM,VN000000ATA4,listed,Công ty Cổ phần NTACO ,NTACO Joint Stock Company,CTCP NTACO,NTACO Corporation,2017-02-17,2521,1600513044,,
XPH,STOCK,UPCOM,VN000000XPH9,listed,Công ty Cổ phần Xà phòng Hà Nội,Hanoi Soap Joint Stock Company,Xà phòng Hà Nội,Hanoi Soap,2014-11-25,4122,0100100311,,
CDO,STOCK,UPCOM,VN000000CDO5,listed,Công ty Cổ phần Tư vấn thiết kế và phát triển đô thị,Consultancy Design And Urban Development Joint Stock Company,T.kế P.triển Đ.thị,"CDDC .,JSC",2018-10-05,4257,0102963747,,
KVC,STOCK,UPCOM,VN000000KVC5,listed,Công ty Cổ phần sản xuất xuất nhập khẩu INOX Kim vĩ,Kim Vi Inox Import Export Production Joint Stock Company,SX XNK INOX Kim vĩ,Kim Vi Stainless Steel,2023-05-25,4276,0302124121,,
IHK,STOCK,UPCOM,VN000000IHK1,listed,Công ty Cổ phần In Hàng không ,Aviation Printing Joint Stock Company,In Hàng không,"AVIPRINT.,JSC",2010-03-04,2655,0100108014,,
TW3,STOCK,UPCOM,VN000000TW39,listed,Công ty Cổ phần Dược Trung Ương 3,Central Pharmaceutical Joint Stock Company No.3,Dược Trung ương 3,CETECO US,2016-10-18,4343,0400102077,,
SDX,STOCK,UPCOM,VN000000SDX2,listed,Công ty Cổ phần phòng cháy chữa cháy và đầu tư xây dựng Sông Đà,Song Da Investment Construction And Fire Prevention Joint stock company,PCCC & XD Sông Đà,SD Investment,2015-09-24,4415,0101179547,,
AGP,STOCK,UPCOM,VN000000AGP9,listed,Công ty Cổ phần Dược phẩm Agimexpharm,AGIMEXPHARM PHARMACEUTICAL JOINT STOCK COMPANY,Dược Agimexpharm,AGIMEXPHARM,2015-10-06,4425,1600699279,,
CCP,STOCK,UPCOM,VN000000CCP4,listed,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,Hai Phong Cua Cam Port Joint Stock Company,Cảng Cửa Cấm HP,Cua Cam Port,2017-03-16,5220,0200576055,,
CQN,STOCK,UPCOM,VN000000CQN9,listed,Công ty cổ phần Cảng Quảng Ninh,Quang Ninh Port Joint Stock Company,Cảng Quảng Ninh,Quang Ninh Port,2020-08-18,5240,5700100231,,
CMW,STOCK,UPCOM,VN000000CMW9,listed,Công ty Cổ phần cấp nước Cà Mau,Ca Mau Water Supply Joint Stock Company,Cấp nước Cà Mau,Ca Mau Water Supply,2017-04-10,5246,2000101918,,
GTT,STOCK,UPCOM,VN000000GTT1,listed,Công ty Cổ phần Thuận Thảo ,Thuan Thao Corporation,CTCP Thuận Thảo,Thuan Thao Group,2016-06-07,2827,4400123162,,
HLS,STOCK,UPCOM,VN000000HLS8,listed,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,Hoang Lien Son Technical Ceramics Joint Stock Company,Sứ Hoàng Liên Sơn,Hoang Lien Son Ceramic,2017-10-16,5333,5200216710,,
VCT,STOCK,UPCOM,VN000000VCT6,listed,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Vinaconex's Construction Consultant Joint Stock Company,XD Vinaconex,Vinaconex Construction Consultant,2010-07-15,2843,0103003459,,
VAV,STOCK,UPCOM,VN000000VAV6,listed,Công ty cổ phần VIWACO,VIWACO Joint Stock Company,VIWACO,VIWACO,2017-07-26,5344,0101624050,,
WSB,STOCK,UPCOM,VN000000WSB8,listed,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Western - Sai Gon Beer Joint Stock Company,Bia SG Miền Tây,Sai Gon Beer Western,2010-08-10,2903,1800586579,,
HAF,STOCK,UPCOM,VN000000HAF8,listed,Công ty cổ phần Thực phẩm Hà Nội,Hanoi Foodstuff Joint Stock Company,Thực phẩm Hà Nội,Hanoi Foodstuff,2017-07-24,5438,0100106803,,
BXD,STOCK,UPCOM,,delisted,Công ty Cổ phần Vận tải và Quản lý Bến xe Đà Nẵng,,,,2010-09-09,2941,0400101676,2013-12-05,
SHV,STOCK,UPCOM,,delisted,Công ty Cổ phần Hải Việt ,Hai Viet Corporation,,HAVICO,2010-08-27,2970,3500387294,2014-12-16,
QLD,STOCK,UPCOM,VN000000QLD1,delisted,Công ty cổ phần Quản lý và Xây dựng Giao thông Lạng Sơn,Lang Son Road Manegement and Contruction Joint Stock Company,XD GT Lạng Sơn,,2018-01-05,5562,4900219747,2022-08-22,
IRC,STOCK,UPCOM,VN000000IRC7,listed,Công ty cổ phần Cao su Công nghiệp,"Industrial Rubber Company, Limited",Cao su Công nghiệp,Industrial Rubber,2018-01-22,5623,3600259017,,
CI5,STOCK,UPCOM,VN000000CI51,listed,Công ty Cổ phần Đầu tư Xây dựng số 5,No.5 Construction Investment Joint Stock Company,Xây dựng số 5,Cons Investment 5,2011-07-01,3209,0302156370,,
HEM,STOCK,UPCOM,VN000000HEM6,delisted,Công ty cổ phần Chế tạo Điện cơ Hà Nội,Hanoi Electromechanical Manufaturing Joint Stock Company,Điện cơ Hà Nội,Hanoi Electromechanical,2017-01-03,3272,0100100456,2024-05-16,
MHP,STOCK,UPCOM,VN000000MHP2,delisted,CÔNG TY CỔ PHẦN MÔI TRƯỜNG VÀ DỊCH VỤ ĐÔ THỊ VIỆT TRÌ,VIET TRI ENVIRONMENT AND SERVICE JOINT STOCK COMPANY,MÔI TRƯỜNG VÀ DỊCH VỤ ĐÔ THỊ VIỆT TRÌ,,2020-11-06,10869,2600116056,2021-11-25,
BCA,STOCK,UPCOM,VN000000BCA8,listed,Công ty cổ phần B.C.H,B.C.H Joint Stock Company,CTCP B.C.H,B.C.H Company,2021-09-08,13957,0800286887,,
GPC,STOCK,UPCOM,VN000000GPC5,listed,Công ty Cổ phần Tập đoàn Green+,Green Plus Joint Stock Corporation,,,2023-01-06,14347,1301009978,,
M10,STOCK,UPCOM,VN000000M100,listed,Tổng công ty May 10 - Công ty Cổ phần,Garment 10 Corporation - Joint Stock Company,Tổng CT May 10,Garment 10 Corporation,2018-01-10,236,0100101308,,
VNN,STOCK,UPCOM,VN000000VNN6,delisted,Công ty Cổ phần Đầu tư và Thương mại VNN ,Vietnamnet Investment Joint Stock Company,ĐT & Thương mại VNN,,2015-05-28,3572,0102210969,2018-07-26,
DVC,STOCK,UPCOM,VN000000DVC0,listed,Công ty Cổ phần Thương mại dịch vụ tổng hợp Cảng Hải Phòng ,Hai Phong Port Trading and Services Joint Stock Company,DV Cảng H.Phòng,Hai Phong Port T&S,2013-12-13,3820,0200408318,,
TTN,STOCK,UPCOM,VN000000TTN7,listed,Công ty Cổ phần Công nghệ và Truyền thông Việt Nam,Vietnam Technology & Telecommunication Joint Stock Company,Truyền thông VN,VNTT,2017-04-19,3987,3700861497,,
VNA,STOCK,UPCOM,VN000000VNA3,listed,Công ty Cổ phần vận tải biển VINASHIP ,VINASHIP Joint Stock Company,V.tải VINASHIP,Vinaship,2017-05-03,992,0200119965,,
DHD,STOCK,UPCOM,VN000000DHD7,listed,Công ty Cổ phần Dược Vật tư Y tế Hải Dương,Haiduong Pharmaceutical Medical Material Joint stock company,V.tư Y tế Hải Dg,HD Pharma,2017-05-05,4051,0800011018,,
NAC,STOCK,UPCOM,VN000000NAC3,listed,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,National General Construction Consulting Joint Stock Company,T.vấn XD Tổng hợp,NAGECO,2017-03-21,4074,0300403987,,
TEC,STOCK,UPCOM,VN000000TEC2,delisted,Công ty Cổ phần Traenco,Traenco Joint Stock Company,CTCP Traenco,,2017-04-24,4091,0100108617,2022-07-08,
PXI,STOCK,UPCOM,VN000000PXI7,listed,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,Petroleum Industrial And Civil Construction Joint Stock Company,CN Dân dụng D.khí,Petro Industrial & Cons,2022-05-19,2765,3500832971,,
PSL,STOCK,UPCOM,VN000000PSL1,listed,Công ty Cổ phần Chăn nuôi Phú Sơn,Phu Son Livestock Joint Stock Company,Chăn nuôi Phú Sơn,Phu Son LiveStock,2010-05-17,2769,3600271092,,
LCS,STOCK,UPCOM,VN000000LCS9,listed,Công ty Cổ phần Licogi 166 ,Licogi 16.6 Joint Stock Company,CTCP Licogi 166,Licogi 16.6,2023-05-15,2791,0102264629,,
PVR,STOCK,UPCOM,VN000000PVR2,listed,Công ty Cổ phần Đầu tư PVR Hà Nội,Hanoi PVR Investment Joint Stock Company,Đầu tư PVR Hà Nội,Ha Noi PVR,2017-06-02,2808,0500547376,,
BCP,STOCK,UPCOM,VN000000BCP6,listed,Công ty cổ phần dược ENLIE,ENLIE PHARMACEUTICAL JOINT STOCK COMPANY,Dược Becamex,Enlie Pharma,2015-09-14,4338,3700683163,,
C71,STOCK,UPCOM,VN000000C713,delisted,Công ty Cổ phần 471,Joint Stock Company 471,CTCP 471,471 Company,2015-08-03,4376,2900324868,2021-11-22,
NPH,STOCK,UPCOM,VN000000NPH0,delisted,Công ty cổ phần Khách sạn Bưu điện Nha Trang,Nha Trang Post Hotel Joint stock company,K.sạn B.điện Nh.Trang,,2015-11-16,4469,4200369786,2019-11-27,
RCC,STOCK,UPCOM,VN000000RCC0,listed,Công ty cổ phần Tổng Công ty Công trình Đường sắt,Railway Construction Corporation Joint Stock Company,TCT C.trình Đ.sắt,Railway Construction,2016-12-02,2914,3300101075,,
TPS,STOCK,UPCOM,VN000000TPS4,listed,Công ty Cổ phần Bến bãi vận tải Sài Gòn,SAIGONTRANSPORTATIONPARKINGJOINTSTOCKCOMPANY,Bến bãi V.tải SG,Sai Gon Transportation Parking,2015-12-01,2945,0301114089,,
NTT,STOCK,UPCOM,VN000000NTT7,listed,Công ty cổ phần Dệt - May Nha Trang,Nha Trang Textile & Garment Joint Stock Company,Dệt May Nha Trang,Nha Trang Textile & Garment,2017-12-27,4639,4200237973,,
HD2,STOCK,UPCOM,VN000000HD28,listed,Công ty cổ phần Đầu tư Phát triển nhà HUD2,Housing Development Investment Joint Stock Company HUD2,ĐTPT nhà HUD2,HUD2,2016-05-16,4654,0101043105,,
BSR,STOCK,UPCOM,VN000000BSR8,listed,Công ty cổ phần Lọc – Hóa dầu Bình Sơn,Binh Son Refining and Petrochemical Joint Stock Company,Hóa dầu Bình Sơn,Binh Son Refining and Petrochemical,2018-03-01,4693,4300378569,,
HPW,STOCK,UPCOM,VN000000HPW1,listed,Công ty cổ phần Cấp nước Hải Phòng,Hai Phong water Joint stock company,Cấp nc H.Phòng,Hai Phong Water,2016-11-21,4703,0200171274,,
PCC,STOCK,UPCOM,VN000000PCC4,listed,Công ty cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Petrolimex Construction 1 Joint Stock Company Group,X.lắp 1 Petrolimex,Petrolimex,2017-11-14,4711,0100108180,,
BDT,STOCK,UPCOM,VN000000BDT6,listed,Công ty cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,DongThap Building Materials & Construction Joint Stock Company,VLXD Đồng Tháp,DongThap Building Materials,2017-09-06,4811,1400101396,,
AVF,STOCK,UPCOM,VN000000AVF9,listed,Công ty Cổ phần Việt An,Anvifish Joint-Stock Company,CTCP Việt An,Anvifish Company,2015-06-18,3052,1600720555,,
L12,STOCK,UPCOM,VN000000L128,listed,Công ty cổ phần Licogi 12,Licogi 12 Joint Stock Company,CTCP Licogi 12,LICOGI 12,2017-01-03,5143,0100106433,,
PWA,STOCK,UPCOM,VN000000PWA6,listed,Công ty Cổ phần Bất động sản Dầu khí,PETROWACO PROPERTY JOINT STOCK COMPANY,PETROWACO,Petrowaco Property,2019-06-11,5182,0102025250,,
VIH,STOCK,UPCOM,VN000000VIH8,listed,Công ty Cổ phần Viglacera Hà Nội,Viglacera Ha Noi Joint Stock Company,Viglacera Hà Nội,Viglacera Hanoi,2017-04-24,5187,0100774247,,
HDP,STOCK,UPCOM,VN000000HDP1,listed,Công ty Cổ phần Dược Hà Tĩnh,HaTinh Pharmaceutical Joint Stock Company,Dược Hà Tĩnh,Hadiphar,2017-03-16,5201,3000104879,,
HCS,STOCK,UPCOM,VN000000HCS7,delisted,Công ty cổ phần Thông tin Tín hiệu Đường sắt Hà Nội,Hanoi Railway Singal & Telecom Joint Stock Company,Tín hiệu Đ.sắt HN,,2017-04-21,5223,0100769649,2021-06-17,
BDP,STOCK,UPCOM,VN000000BDP4,delisted,Công ty cổ phần Biệt thự và Khách sạn Biển Đông Phương,Oriental See Villas and Hotel Joint stock company,K.sạn Biển Đông Phg,,2017-04-25,5293,0401409093,2020-10-26,
BSL,STOCK,UPCOM,VN000000BSL1,listed,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Saigon-Songlam Beer Joint stock company,Bia SG Sông Lam,Sai Gon - Song Lam Beer,2017-06-16,5321,2900783332,,
SII,STOCK,UPCOM,VN000000SII2,listed,Công ty Cổ phần Hạ tầng Nước Sài Gòn,Sai Gon Water Infrastructure Corporation,Hạ tầng Nước SG,Saigon Water,2023-05-18,3444,0303476454,,
EMS,STOCK,UPCOM,VN000000EMS3,listed,Tổng Công ty Chuyển phát nhanh Bưu điện – Công ty cổ phần,VN Post Express Joint Stock Corporation,Chuyển phát Bưu điện,VN Post Express,2018-01-05,5327,0101826868,,
PLA,STOCK,UPCOM,VN000000PLA9,listed,Công ty cổ phần Đầu tư và Dịch vụ Hạ tầng Xăng Dầu,Petroleum Logistic Service and Investment Joint Stock Company,Hạ tầng Xăng Dầu,Petroleum Logistic,2017-11-20,5634,0101788806,,
VDM,STOCK,UPCOM,VN000000VDM9,delisted,Công ty cổ phần - Viện Nghiên cứu Dệt May,Textile Research Institute,Viện Dệt May,,2018-04-26,5856,0100100294,2022-05-26,
GEE,STOCK,UPCOM,VN000000GEE5,listed,Công ty cổ phần Điện lực Gelex,Gelex Electricity Joint Stock Company,Gelex Electric,GELEX Electric Equipment,2022-03-08,5934,0107547109,,
SBR,STOCK,UPCOM,VN000000SBR8,listed,Công ty cổ phần Cao su Sông Bé,Song Be Rubber Joint Stock Company,Cao su Sông Bé,Song Be Rubber,2020-11-02,6021,3800100464,,
GND,STOCK,UPCOM,VN000000GND8,listed,Công ty cổ phần Gạch ngói Đồng Nai,Dong Nai Brick And Tile Corporation,Gạch ngói Đồng Nai,Dong Nai Brick and Tile,2017-02-21,60,0300397028,,
FIC,STOCK,UPCOM,VN000000FIC2,listed,Tổng Công ty Vật liệu Xây dựng số 1 – Công ty cổ phần,FICO CORPORATION – JSC,TCT VLXD số 1,FICO Corporation,2018-08-02,181,0300402493,,
BT6,STOCK,UPCOM,VN000000BT67,listed,Công ty Cổ phần Beton 6,Beton 6 Corporation,CTCP Beton 6,BETON 6,2017-03-06,215,3700364079,,
CC1,STOCK,UPCOM,VN000000CC16,listed,Tổng Công ty Xây dựng Số 1 – CTCP,Construction Corporation No 1 Joint Stock Company,TCT Xây dựng số 1,Construction Corp No.1,2017-07-20,279,0301429113,,
VSP,STOCK,UPCOM,VN000000VSP0,delisted,Công ty Cổ phần Vận tải biển và Bất động sản Việt Hải ,Viet Hai Shipping And Real Properties Corporation,V.tải biển Việt Hải,Vinashin,2012-07-06,281,0303154993,2022-11-16,
TTP,STOCK,UPCOM,VN000000TTP2,listed,Công ty Cổ phần Bao bì Tân Tiến,Tan Tien Packaging Joint Stock Company,Bao bì Tân Tiến,Tan Tien Packaging,2017-03-15,288,0311966149,,
BRR,STOCK,UPCOM,VN000000BRR0,listed,Công ty Cổ phần Cao su Bà Rịa,BaRia Rubber Joint Stock Company,Cao su Bà Rịa,BaRia Rubber,2017-06-16,509,3500103432,,
TS4,STOCK,UPCOM,VN000000TS43,listed,Công ty Cổ phần Thủy sản số 4 ,Seafood Joint Stock Company No 4,Thủy sản số 4,Seafood No 4,2021-09-24,526,0302317620,,
DVW,STOCK,UPCOM,VN000000DVW8,listed,Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Dong Nai Water Supply Construction and Services Joint Stock Company,DV cấp nc Đồng Nai,Dong Nai Water,2018-06-06,794,3600978879,,
MKP,STOCK,UPCOM,VN000000MKP6,listed,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Mekophar Chemical Pharmaceutical Joint Stock Company,Dược phẩm Mekophar,Mekophar Pharma,2018-01-29,845,0302533156,,
VSF,STOCK,UPCOM,VN000000VSF1,listed,Tổng Công ty Lương thực Miền Nam – Công ty cổ phần,Vietnam Southern Food Corporation - Joint Stock Company,L.thực miền Nam,Vinafood 2,2018-04-23,895,0300613198,,
MNB,STOCK,UPCOM,VN000000MNB0,listed,Tổng công ty May Nhà Bè - Công ty cổ phần,Nha Be Garment Corporation Joint Stock Company,May Nhà Bè,Nha Be Garment,2018-04-24,1001,0300398889,,
VLF,STOCK,UPCOM,VN000000VLF6,listed,Công ty Cổ phần Lương thực thực phẩm Vĩnh Long,Vinh Long Cereal and Food Corporation,L.thực Vĩnh Long,Vinh Long Food,2016-05-13,1008,1500170900,,
HLB,STOCK,UPCOM,VN000000HLB4,listed,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Halong Beer And Beverage Joint Stock Company,Bia Hạ Long,Halong Beverage,2017-02-08,1046,5700433939,,
BMS,STOCK,UPCOM,VN000000BMS9,listed,Công ty Cổ phần Chứng Khoán Bảo Minh,Bao Minh Securities Company,CK Bảo Minh,BMSC,2018-08-08,1082,0102727651,,
DDN,STOCK,UPCOM,VN000000DDN5,listed,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng (DDN),Danang Pharmaceutical Medical Equipment Joint Stock Company,T.bị y tế Đà Nẵng,DAPHARCO,2009-06-24,1150,0400101404,,
HLY,STOCK,UPCOM,VN000000HLY6,listed,Công ty cổ phần gốm xây dựng Yên Hưng,Yen Hung construction ceramic joint stock company,gốm xây dựng Yên Hưng,Yen Hung Cons Ceramic,2021-04-28,1261,5700475745,,
AUM,STOCK,UPCOM,VN000000AUM7,delisted,Công ty Cổ phần Vinacafe Sơn Thành,VINACAFE SON THANH JOINT STOCK COMPANY,Vinacafe Sơn Thành,Vinacafe Son Thanh,2016-09-26,1291,4400234169,2023-05-23,
MPC,STOCK,UPCOM,VN000000MPC3,listed,Công ty cổ phần Tập đoàn Thủy sản Minh Phú,Minh Phu Seafood Joint Stock Company,Thủy sản Minh Phú,Minh Phu Seafood,2017-10-16,1292,2000393273,,
SD4,STOCK,UPCOM,VN000000SD41,listed,Công ty Cổ phần Sông Đà 4,Song Da 4 Joint Stock Company,CTCP Sông Đà 4,Song Da 4 JSC,2023-06-28,1320,5900189325,,
